시간,동향(m),서향(m),동풍 속도,서풍 속도,각도(DEG),풍향(DEG),서향 풍속,파향(DEG),파속,최대 파고(m),평균 파고(m),현재 파고(m)
5:38:37,0,0,0,0,0,47.2,1.7,39.7,6.5,0.1,0.1,0
5:39:24,0,0,0,0,0,18.9,3.1,22.3,8.6,0.1,0.1,0
5:39:39,0,0,0,0,0,15.2,3.1,36.3,5.4,0.1,0.1,0
5:39:51,0,0,0,0,0,25.6,2.1,36.3,5.4,0.1,0.1,0
5:40:23,0,0,0,0,0,25.6,2.1,36.3,5.4,0.1,0.1,0
5:40:49,0,0,0,0,0,170,0.3,4.8,7.2,0.1,0.1,0
5:41:09,0,0,0,0,0,65.4,2,12.5,10.4,0.1,0.1,0
5:41:23,0,0,0,0,0,51.9,2.1,10,7.6,0.1,0.1,0
5:41:36,0,0,0,0,0,39,1.6,15.7,10.1,0.1,0.1,0
5:41:48,0,0,0,0,0,39.2,1.9,15.7,10.1,0.1,0.1,0
5:41:59,0,0,0,0,0,46.9,2.3,37.8,7.1,0.1,0.1,0
5:42:14,0,0,0,0,0,34.7,2.6,53.1,10,0.1,0.1,0
5:42:29,0,0,0,0,0,37.6,1.5,34.2,6.6,0.1,0.1,0
5:42:40,0,0,0,0,0,29.3,3.6,34.2,6.6,0.1,0.1,0
5:42:51,0,0,0,0,0,86.1,2,35.5,6.4,0.1,0.1,0
5:43:04,0,0,0,0,0,23.3,2.3,35.5,6.4,0.1,0.1,0
5:43:17,0,0,0,0,0,69.2,0.6,43.2,7.8,0.1,0.1,0
5:43:30,0,0,0,0,0,47.6,2,21.6,8,0.1,0.1,0
5:43:41,0,0,0,0,0,28.2,4,21.6,8,0.1,0.1,0
5:43:52,0,0,0,0,0,42.8,2,42.8,7.3,0.1,0.1,0
5:44:02,0,0,0,0,0,46.3,1.3,42.8,7.3,0.1,0.1,0
5:44:13,0,0,0,0,0,17.1,1.8,21,8.5,0.1,0.2,0
5:44:23,0,0,0,0,0,30.8,1.2,21,8.5,0.1,0.1,0
5:44:34,0,0,0,0,0,132.7,0.9,356.9,6.8,0.1,0.1,0
5:44:45,0,0,0,0,0,29.5,2.5,356.9,6.8,0.2,0.1,0.1
5:44:56,0,0,0,0,0,15.8,1.4,356.9,6.8,0.2,0.2,0.1
5:45:07,0,0,0,0,0,36,2.1,57,5.5,0.2,0.2,0.1
5:45:17,0,0,0,0,0,33.5,2.4,57,5.5,0.2,0.2,0.1
5:45:29,0,0,0,0,0,32,1.9,358.1,5.1,0.2,0.2,0.1
5:45:39,0,0,0,0,0,31.5,2.5,26.4,4.3,0.2,0.2,0.1
5:45:50,0,0,0,0,0,48.3,1.7,26.4,4.3,0.2,0.2,0.1
5:46:01,0,0,0,0,0,29.6,1.9,341.4,4.6,0.2,0.2,0.1
5:46:18,0,0,0,0,0,55.4,0.6,341.4,4.6,0.2,0.2,0.1
5:46:51,0,0,0,0,0,55.4,0.6,341.4,4.6,0.2,0.2,0.1
5:47:16,0,0,0,0,0,32.3,2.1,355.7,4.6,0.2,0.2,0.1
5:47:50,0,0,0,0,0,16.1,2.9,324.5,6.1,0.2,0.2,0.1
5:48:04,0,0,0,0,0,19.2,2.6,334.5,6.5,0.2,0.2,0.1
5:48:14,0,0,0,0,0,36,1.7,334.5,6.5,0.2,0.2,0.1
5:48:25,0,0,0,0,0,122.6,0.7,20.4,3.3,0.2,0.2,0.1
5:48:36,0,0,0,0,0,33.7,1.9,20.4,3.3,0.2,0.2,0.1
5:48:46,0,0,0,0,0,86.6,0.8,344.5,8.5,0.2,0.2,0.1
5:48:58,0,0,0,0,0,70.1,0.5,344.5,8.5,0.2,0.2,0.1
5:49:09,0,0,0,0,0,42.7,1.5,334.9,5.5,0.2,0.2,0.1
5:49:20,0,0,0,0,0,28.9,2.4,335.8,5.7,0.2,0.2,0.1
5:49:32,0,0,0,0,0,30,2.7,335.8,5.7,0.2,0.2,0.1
5:49:42,0,0,0,0,0,32.8,2.3,338.1,5.1,0.2,0.2,0.2
5:49:53,0,0,0,0,0,34.1,2.7,338.1,5.1,0.2,0.2,0.2
5:50:07,0,0,0,0,0,9.2,2.9,347.4,5.3,0.2,0.2,0.2
5:50:17,0,0,0,0,0,60.3,2,347.4,5.3,0.2,0.2,0.2
5:50:28,0,0,0,0,0,35.7,1.7,330.3,4.4,0.2,0.2,0.2
5:50:38,0,0,0,0,0,57.2,2,330.3,4.4,0.2,0.2,0.2
5:50:49,0,0,0,0,0,71.9,0.7,26.1,3.4,0.2,0.2,0.2
5:50:59,0,0,0,0,0,44.6,0.5,26.1,3.4,0.2,0.2,0.2
5:51:10,0,0,0,0,0,32,1.1,335.3,2.8,0.2,0.2,0.2
5:51:21,0,0,0,0,0,48.2,2,351.8,4.5,0.2,0.2,0.2
5:51:31,0,0,0,0,0,36.7,1.9,351.8,4.5,0.2,0.2,0.2
5:51:41,0,0,0,0,0,25.8,2.4,359.8,2.3,0.2,0.3,0.2
5:51:52,0,0,0,0,0,19.5,1.2,359.8,2.3,0.2,0.3,0.2
5:52:03,0,0,0,0,0,30.8,1.6,333.4,5,0.2,0.3,0.2
5:52:13,0,0,0,0,0,54.5,1.4,333.4,5,0.2,0.3,0.2
5:52:24,0,0,0,0,0,39.1,1.7,327.2,5.1,0.2,0.3,0.2
5:52:34,0,0,0,0,0,38.1,2.3,327.2,5.1,0.2,0.3,0.2
5:52:45,0,0,0,0,0,51,1.6,330.9,2.9,0.2,0.3,0.2
5:52:55,0,0,0,0,0,29.1,2.4,330.9,2.9,0.2,0.3,0.2
5:53:06,0,0,0,0,0,28,1.6,30.7,2.5,0.2,0.3,0.2
5:53:17,0,0,0,0,0,15.5,2.6,30.7,2.5,0.2,0.3,0.2
5:53:30,0,0,0,0,0,29.7,2.4,350.3,3.8,0.2,0.3,0.2
5:53:41,0,0,0,0,0,23.9,2.6,344.8,4.6,0.2,0.3,0.2
5:53:52,0,0,0,0,0,324.4,0.4,344.8,4.6,0.2,0.3,0.2
5:54:02,0,0,0,0,0,23.4,2.6,24.8,2.5,0.2,0.3,0.2
5:54:13,0,0,0,0,0,4,2,24.8,2.5,0.2,0.3,0.2
5:54:23,0,0,0,0,0,61.9,0.7,28.2,2.8,0.2,0.3,0.2
5:54:33,0,0,0,0,0,38.1,1.5,28.2,2.8,0.2,0.3,0.2
5:54:44,0,0,0,0,0,24.1,1.6,26.7,2.7,0.3,0.3,0.3
5:54:55,0,0,0,0,0,342.9,1.1,26.7,2.7,0.3,0.3,0.3
5:55:06,0,0,0,0,0,49.9,1.8,61,2.1,0.3,0.3,0.3
5:55:17,0,0,0,0,0,33.3,1.7,61,2.1,0.3,0.3,0.3
5:55:28,0,0,0,0,0,21.7,2.1,52.6,3.7,0.3,0.3,0.3
5:55:39,0,0,0,0,0,38.2,1.3,52.6,3.7,0.3,0.3,0.3
5:55:50,0,0,0,0,0,44.8,1.4,45.3,2.7,0.3,0.3,0.3
5:56:01,0,0,0,0,0,12.5,2.1,45.3,2.7,0.3,0.3,0.3
5:56:13,0,0,0,0,0,40.1,0.7,39.4,2.6,0.3,0.3,0.3
5:56:24,0,0,0,0,0,23,1.8,20.2,3,0.3,0.3,0.3
5:56:34,0,0,0,0,0,31.6,1.3,20.2,3,0.3,0.3,0.3
5:56:45,0,0,0,0,0,45.8,2.2,2.3,5.5,0.3,0.3,0.3
5:56:55,0,0,0,0,0,56.7,1.2,2.3,5.5,0.3,0.3,0.3
5:57:06,0,0,0,0,0,46.4,1.4,357.2,5.2,0.3,0.3,0.3
5:57:17,0,0,0,0,0,43.7,1.9,357.2,5.2,0.3,0.3,0.3
5:57:27,0,0,0,0,0,48.2,2.5,359.8,4.6,0.3,0.3,0.3
5:57:38,0,0,0,0,0,45.9,2,359.8,4.6,0.3,0.3,0.3
5:57:48,0,0,0,0,0,29.7,1.9,356.4,5.6,0.3,0.4,0.3
5:57:59,0,0,0,0,0,7.1,1.2,356.4,5.6,0.3,0.4,0.3
5:58:10,0,0,0,0,0,171.2,0.6,22.1,5.6,0.3,0.4,0.3
5:58:21,0,0,0,0,0,62.4,1.5,8.900001,5.5,0.3,0.4,0.3
5:58:31,0,0,0,0,0,42.8,1.8,8.900001,5.5,0.3,0.4,0.3
5:58:42,0,0,0,0,0,26.4,1.8,11.5,5.1,0.3,0.4,0.3
5:58:53,0,0,0,0,0,18.5,0.7,11.5,5.1,0.3,0.4,0.3
5:59:04,0,0,0,0,0,312.5,0.6,43.8,3.7,0.3,0.4,0.3
5:59:15,0,0,0,0,0,30.2,3.2,43.8,3.7,0.3,0.4,0.3
5:59:27,0,0,0,0,0,27.2,2.4,23.8,4.2,0.3,0.4,0.3
5:59:38,0,0,0,0,0,50.5,1.5,23.8,4.2,0.3,0.4,0.3
5:59:49,0,0,0,0,0,20.1,2.1,26.6,5,0.4,0.4,0.3
5:59:59,0,0,0,0,0,17.9,2.3,26.6,5,0.4,0.4,0.3
6:00:10,0,0,0,0,0,39.2,1.6,19.8,3.6,0.4,0.4,0.3
6:00:20,0,0,0,0,0,38.5,1.5,10.2,3.6,0.4,0.4,0.3
6:00:30,0,0,0,0,0,38.6,1.6,10.2,3.6,0.4,0.4,0.3
6:00:40,0,0,0,0,0,15.4,1.3,10.2,3.6,0.4,0.4,0.3
6:00:50,0,0,0,0,0,32.1,1.3,29.1,5.3,0.4,0.4,0.3
6:01:01,0,0,0,0,0,34.1,1.3,29.1,5.3,0.4,0.4,0.3
6:01:11,0,0,0,0,0,123.6,1.3,356.9,1.4,0.4,0.4,0.3
6:01:22,0,0,0,0,0,29.2,1.8,31.2,5,0.4,0.4,0.3
6:01:32,0,0,0,0,0,46.6,0.4,31.2,5,0.4,0.4,0.3
6:01:42,0,0,0,0,0,39.4,1.6,23.5,1.9,0.4,0.4,0.3
6:01:53,0,0,0,0,0,8.5,0.9,23.5,1.9,0.4,0.4,0.3
6:02:03,0,0,0,0,0,63.2,0.5,60.5,3.3,0.4,0.4,0.3
6:02:13,0,0,0,0,0,91.5,0.9,60.5,3.3,0.4,0.4,0.3
6:02:23,0,0,0,0,0,24.4,1,27.9,1.8,0.4,0.4,0.3
6:02:34,0,0,0,0,0,40.4,1,27.9,1.8,0.4,0.4,0.3
6:02:45,0,0,0,0,0,26.1,1.9,10.7,1.7,0.4,0.4,0.3
6:02:55,0,0,0,0,0,41.2,3.4,10.7,1.7,0.4,0.4,0.3
6:03:06,0,0,0,0,0,48.8,2,30.5,4,0.4,0.4,0.3
6:03:17,0,0,0,0,0,37.6,2.2,30.5,4,0.4,0.4,0.3
6:03:28,0,0,0,0,0,29.2,2.1,358.6,3,0.4,0.4,0.3
6:03:38,0,0,0,0,0,60,1.5,358.6,3,0.4,0.4,0.3
6:03:49,0,0,0,0,0,10.5,1.8,7.5,1.7,0.4,0.5,0.3
6:03:59,0,0,0,0,0,41.1,1.9,7.5,1.7,0.4,0.4,0.3
6:04:10,0,0,0,0,0,42.2,1.5,339.1,3.3,0.4,0.5,0.3
6:04:20,0,0,0,0,0,35.5,1.2,339.1,3.3,0.4,0.5,0.3
6:04:31,0,0,0,0,0,20,1,26.8,4.7,0.4,0.4,0.3
6:04:41,0,0,0,0,0,29.3,1.6,26.8,4.7,0.4,0.4,0.3
6:04:52,0,0,0,0,0,27.4,2.1,29.2,5.3,0.5,0.5,0.4
6:05:02,0,0,0,0,0,24.6,2.9,35.4,4.9,0.5,0.5,0.4
6:05:13,0,0,0,0,0,39.4,2.6,35.4,4.9,0.5,0.5,0.4
6:05:23,0,0,0,0,0,32.9,1.8,31.4,6.1,0.5,0.5,0.4
6:05:34,0,0,0,0,0,37.4,2.1,31.4,6.1,0.5,0.5,0.4
6:05:44,0,0,0,0,0,45.1,1.4,37,6.8,0.5,0.5,0.4
6:05:54,0,0,0,0,0,15.2,2.6,37,6.8,0.5,0.5,0.4
6:06:05,0,0,0,0,0,25.8,2.5,27,7.2,0.5,0.5,0.4
6:06:15,0,0,0,0,0,34.3,2.9,27,7.2,0.5,0.5,0.4
6:06:26,0,0,0,0,0,44.2,2.2,24.7,13.1,0.5,0.5,0.4
6:06:37,0,0,0,0,0,30.8,2.9,24.7,13.1,0.5,0.5,0.4
6:06:47,0,0,0,0,0,29.3,2.1,25.1,11.9,0.5,0.5,0.4
6:06:58,0,0,0,0,0,32.8,2.5,25.1,11.9,0.5,0.5,0.4
6:07:08,0,0,0,0,0,31.2,3.2,21.3,15.7,0.5,0.5,0.4
6:07:19,0,0,0,0,0,30.8,2.1,21.3,15.7,0.5,0.5,0.4
6:07:29,0,0,0,0,0,28.9,2.7,6.5,17.3,0.5,0.5,0.4
6:07:39,0,0,0,0,0,29.9,2.9,6.5,17.3,0.5,0.5,0.4
6:07:50,0,0,0,0,0,27.6,2,341.2,18.1,0.5,0.5,0.4
6:08:00,0,0,0,0,0,16.8,2.5,341.2,18.1,0.5,0.5,0.4
6:08:10,0,0,0,0,0,43.6,1.6,28.5,17.9,0.5,0.5,0.4
6:08:21,0,0,0,0,0,33.2,2.4,28.6,14.3,0.5,0.5,0.4
6:08:31,0,0,0,0,0,27.4,3,28.6,14.3,0.5,0.5,0.4
6:08:43,0,0,0,0,0,21.3,2.9,13.6,21,0.5,0.5,0.4
6:08:53,0,0,0,0,0,24.9,2.7,13.6,21,0.5,0.5,0.4
6:09:03,0,0,0,0,0,19.8,3.3,22.1,15.5,0.5,0.5,0.4
6:09:14,0,0,0,0,0,45.4,2.1,22.1,15.5,0.5,0.5,0.4
6:09:29,0,0,0,0,0,26.5,3.4,14.6,13.4,0.5,0.5,0.4
6:09:39,0,0,0,0,0,25.6,3,14.6,13.4,0.5,0.5,0.4
6:09:51,0,0,0,0,0,41.4,2.4,25.9,9,0.5,0.5,0.5
6:10:01,0,0,0,0,0,25.3,4.5,32,12.4,0.5,0.5,0.5
6:10:12,0,0,0,0,0,22.5,3.9,32,12.4,0.5,0.5,0.5
6:10:22,0,0,0,0,0,27.1,2.9,31.2,9.2,0.5,0.5,0.5
6:10:32,0,0,0,0,0,30,3.3,31.2,9.2,0.5,0.6,0.5
6:10:43,0,0,0,0,0,25.3,3.9,15.8,11.7,0.5,0.5,0.5
6:10:53,0,0,0,0,0,31.2,3.3,15.8,11.7,0.5,0.6,0.5
6:11:03,0,0,0,0,0,39,2.1,25.9,11.5,0.5,0.6,0.5
6:11:13,0,0,0,0,0,11.7,2.7,25.9,11.5,0.5,0.6,0.5
6:11:24,0,0,0,0,0,6.8,3.7,25,9.900001,0.5,0.6,0.5
6:11:34,0,0,0,0,0,31.2,3.8,25,9.900001,0.5,0.6,0.5
6:11:44,0,0,0,0,0,37.5,2.4,47.3,10.5,0.5,0.6,0.5
6:11:54,0,0,0,0,0,29.8,4.8,47.3,10.5,0.5,0.6,0.5
6:12:05,0,0,0,0,0,18.4,4.5,45.1,8.8,0.5,0.6,0.5
6:12:28,0,0,0,0,0,17.8,3,34.3,8.5,0.5,0.6,0.5
6:12:38,0,0,0,0,0,35.4,2.3,34.3,8.5,0.5,0.6,0.5
6:12:49,0,0,0,0,0,51,2.4,23.7,8.7,0.5,0.6,0.5
6:12:59,0,0,0,0,0,42.9,2.3,23.7,8.7,0.5,0.6,0.5
6:13:10,0,0,0,0,0,27.7,3.8,29.5,7,0.5,0.6,0.5
6:13:20,0,0,0,0,0,24.7,5.1,29.5,7,0.5,0.6,0.5
6:13:30,0,0,0,0,0,28.3,4.3,37,5.9,0.5,0.6,0.5
6:13:41,0,0,0,0,0,18.8,4.6,30.7,6.6,0.5,0.6,0.5
6:13:51,0,0,0,0,0,28.6,3.4,30.7,6.6,0.5,0.6,0.5
6:14:01,0,0,0,0,0,27,3.6,19.2,6.5,0.5,0.6,0.5
6:14:12,0,0,0,0,0,45.3,2,19.2,6.5,0.5,0.6,0.5
6:14:22,0,0,0,0,0,20.2,5,38.8,5.5,0.5,0.6,0.5
6:14:33,0,0,0,0,0,20.5,4.5,38.8,5.5,0.5,0.6,0.5
6:14:43,0,0,0,0,0,15.5,2.1,52.4,6.3,0.6,0.6,0.6
6:14:53,0,0,0,0,0,34.8,3.5,52.4,6.3,0.6,0.6,0.6
6:15:04,0,0,0,0,0,25.2,4.2,29.2,4.8,0.6,0.6,0.6
6:15:15,0,0,0,0,0,29.5,4,29.2,4.8,0.6,0.6,0.6
6:15:25,0,0,0,0,0,27.5,4,35.4,7,0.6,0.6,0.6
6:15:35,0,0,0,0,0,21.4,4.7,35.4,7,0.6,0.6,0.6
6:15:46,0,0,0,0,0,20.1,5,33.7,9.8,0.6,0.6,0.6
6:15:56,0,0,0,0,0,31.4,2.6,33.7,9.8,0.6,0.6,0.6
6:16:07,0,0,0,0,0,25.1,4,26.2,10.6,0.6,0.6,0.6
6:16:18,0,0,0,0,0,54.3,2.3,26.2,10.6,0.6,0.6,0.6
6:16:29,0,0,0,0,0,12.8,3.8,30.2,12.9,0.6,0.7,0.6
6:16:41,0,0,0,0,0,33.1,3.8,45.2,7.5,0.6,0.6,0.6
6:16:52,0,0,0,0,0,18.1,3.7,45.2,7.5,0.6,0.6,0.6
6:17:02,0,0,0,0,0,33.4,3.4,29.8,13.5,0.6,0.7,0.6
6:17:13,0,0,0,0,0,19.6,4.7,29.8,13.5,0.6,0.6,0.6
6:17:24,0,0,0,0,0,17.4,3.4,28.3,13.4,0.6,0.7,0.6
6:17:34,0,0,0,0,0,20.7,4.2,28.3,13.4,0.6,0.7,0.6
6:17:45,0,0,0,0,0,20.1,3.8,28.5,8.3,0.6,0.7,0.6
6:17:56,0,0,0,0,0,32.4,3.5,28.5,8.3,0.6,0.7,0.6
6:18:06,0,0,0,0,0,9.400001,3,41,7.6,0.6,0.7,0.6
6:18:16,0,0,0,0,0,30.6,3,41,7.6,0.6,0.7,0.6
6:18:28,0,0,0,0,0,17.4,4,39.9,6.8,0.6,0.7,0.6
6:18:39,0,0,0,0,0,23.4,4.4,39.9,6.8,0.6,0.7,0.6
6:18:51,0,0,0,0,0,22.8,4,34.5,9.900001,0.6,0.7,0.6
6:19:01,0,0,0,0,0,30.8,4.1,32.2,10.8,0.6,0.7,0.6
6:19:12,0,0,0,0,0,27,3.8,32.2,10.8,0.6,0.7,0.6
6:19:22,0,0,0,0,0,33.4,2.4,22.5,15,0.6,0.7,0.6
6:19:33,0,0,0,0,0,34.5,3,22.5,15,0.6,0.7,0.6
6:19:43,0,0,0,0,0,26.2,2.8,25.1,13.5,0.6,0.7,0.6
6:19:53,0,0,0,0,0,29.4,3.8,25.1,13.5,0.7,0.7,0.7
6:20:04,0,0,0,0,0,34.9,2.9,29.2,12.4,0.7,0.7,0.7
6:20:15,0,0,0,0,0,25.2,4.5,29.2,12.4,0.7,0.7,0.7
6:20:26,0,0,0,0,0,38.6,2.5,32.4,10,0.7,0.7,0.7
6:20:36,0,0,0,0,0,27.8,3.9,32.4,10,0.7,0.7,0.7
6:20:47,0,0,0,0,0,30.2,4.4,27.3,8.5,0.7,0.7,0.7
6:20:57,0,0,0,0,0,50.4,3.1,27.3,8.5,0.7,0.7,0.7
6:21:08,0,0,0,0,0,28.2,4.7,26.7,10.5,0.7,0.7,0.7
6:21:19,0,0,0,0,0,23.1,5.1,26.7,10.5,0.7,0.7,0.7
6:21:29,0,0,0,0,0,35.4,3.3,27.4,12.5,0.7,0.7,0.7
6:21:40,0,0,0,0,0,26.2,4.3,27.4,12.5,0.7,0.7,0.7
6:21:50,0,0,0,0,0,36.2,3.4,31.8,10.5,0.7,0.7,0.7
6:22:01,0,0,0,0,0,30.4,2.7,29.6,11.8,0.7,0.7,0.7
6:22:11,0,0,0,0,0,28.8,4,29.6,11.8,0.7,0.7,0.7
6:22:22,0,0,0,0,0,29.6,3.3,26.2,16.2,0.7,0.7,0.7
6:22:33,0,0,0,0,0,26.9,4.6,26.2,16.2,0.7,0.7,0.7
6:22:44,0,0,0,0,0,38.4,3.4,9.5,16.6,0.7,0.8,0.7
6:22:58,0,0,0,0,0,40.5,2.6,9.5,16.6,0.7,0.7,0.7
6:23:13,0,0,0,0,0,42,2.5,18,12.5,0.7,0.7,0.7
6:23:26,0,0,0,0,0,39.2,3.1,34.9,6.8,0.7,0.8,0.7
6:23:41,0,0,0,0,0,43.3,3.6,25.6,13.4,0.7,0.8,0.7
6:23:53,0,0,0,0,0,25.2,4.3,25.6,13.4,0.7,0.8,0.7
6:24:07,0,0,0,0,0,27.6,3.6,13.3,10.1,0.7,0.8,0.7
6:24:18,0,0,0,0,0,19.5,2.8,13.3,10.1,0.7,0.8,0.7
6:24:30,0,0,0,0,0,20.7,3.4,35.4,10.8,0.7,0.8,0.7
6:24:44,0,0,0,0,0,24.1,4.4,36,10.1,0.7,0.8,0.7
6:24:55,0,0,0,0,0,14.8,3.1,36,10.1,0.8,0.8,0.7
6:25:06,0,0,0,0,0,8,2.8,21,10.6,0.8,0.8,0.7
6:25:16,0,0,0,0,0,38.3,2.3,21,10.6,0.8,0.8,0.7
6:25:26,0,0,0,0,0,28.5,3.8,33.6,10.2,0.8,0.8,0.7
6:25:37,0,0,0,0,0,25.7,5.8,33.6,10.2,0.8,0.8,0.7
6:25:47,0,0,0,0,0,31.1,3.6,41.5,7.3,0.8,0.8,0.7
6:26:02,0,0,0,0,0,14.3,4,41.5,7.3,0.8,0.8,0.7
6:26:13,0,0,0,0,0,23.4,5,31,6.6,0.8,0.8,0.7
6:26:24,0,0,0,0,0,40.1,2.9,45.7,6.2,0.8,0.8,0.7
6:26:34,0,0,0,0,0,25.9,3.9,45.7,6.2,0.8,0.8,0.7
6:26:44,0,0,0,0,0,24.8,3.9,28.1,6.5,0.8,0.8,0.7
6:26:55,0,0,0,0,0,2.2,4.5,28.1,6.5,0.8,0.8,0.7
6:27:05,0,0,0,0,0,12.2,2.9,23.6,7.7,0.8,0.8,0.7
6:27:16,0,0,0,0,0,17.8,3,23.6,7.7,0.8,0.8,0.7
6:27:26,0,0,0,0,0,18.5,4.7,33.8,5.7,0.8,0.8,0.7
6:27:37,0,0,0,0,0,29.8,3.2,33.8,5.7,0.8,0.8,0.7
6:27:48,0,0,0,0,0,29.5,4.4,13.9,6.1,0.8,0.8,0.7
6:27:58,0,0,0,0,0,23.4,4.7,13.9,6.1,0.8,0.8,0.7
6:28:09,0,0,0,0,0,31.2,3.1,36.9,5.7,0.8,0.8,0.7
6:28:19,0,0,0,0,0,21.7,3.7,36.9,5.7,0.8,0.8,0.7
6:28:30,0,0,0,0,0,35.2,2.4,43.2,6.9,0.8,0.8,0.7
6:28:41,0,0,0,0,0,26,3.1,43.2,6.9,0.8,0.9,0.7
6:28:52,0,0,0,0,0,23.3,3.4,20.7,5.8,0.8,0.8,0.7
6:29:02,0,0,0,0,0,28.9,4.4,30.9,5.5,0.8,0.9,0.7
6:29:13,0,0,0,0,0,42.4,2.2,30.9,5.5,0.8,0.9,0.7
6:29:24,0,0,0,0,0,12.2,4.6,32.3,5.4,0.8,0.9,0.7
6:29:35,0,0,0,0,0,25.8,4.1,32.3,5.4,0.8,0.9,0.7
6:29:45,0,0,0,0,0,34.9,3.5,34.8,5.5,0.8,0.9,0.7
6:29:55,0,0,0,0,0,61.8,2.2,34.8,5.5,0.9,0.9,0.8
6:30:05,0,0,0,0,0,22.6,3.6,48.4,4.1,0.9,0.9,0.8
6:30:16,0,0,0,0,0,24.1,3.5,48.4,4.1,0.9,0.9,0.8
6:30:27,0,0,0,0,0,23.8,3.2,41.6,5.5,0.9,0.9,0.8
6:30:37,0,0,0,0,0,43.4,2.3,41.6,5.5,0.9,0.9,0.8
6:30:48,0,0,0,0,0,18.3,3.8,56.9,7,0.9,0.9,0.8
6:30:59,0,0,0,0,0,13.7,3.3,56.9,7,0.9,0.9,0.8
6:31:09,0,0,0,0,0,19.9,4,27.2,8.2,0.9,0.9,0.8
6:31:19,0,0,0,0,0,22.4,4.4,27.2,8.2,0.9,0.9,0.8
6:31:30,0,0,0,0,0,24.3,3.4,22.1,4.9,0.9,0.9,0.8
6:31:41,0,0,0,0,0,44,2.7,22.1,4.9,0.9,0.9,0.8
6:31:51,0,0,0,0,0,18.4,4,37.9,4.8,0.9,0.9,0.8
6:32:02,0,0,0,0,0,22.7,3.4,26.2,6.7,0.9,0.9,0.8
6:32:12,0,0,0,0,0,46.6,2.6,26.2,6.7,0.9,0.9,0.8
6:32:23,0,0,0,0,0,24,3.2,43.5,5.2,0.9,0.9,0.8
6:32:34,0,0,0,0,0,2.5,2.6,43.5,5.2,0.9,0.9,0.8
6:32:44,0,0,0,0,0,33.1,3,49.5,4,0.9,0.9,0.8
6:32:55,0,0,0,0,0,8.8,3.3,49.5,4,0.9,0.9,0.8
6:33:06,0,0,0,0,0,17.7,3.5,12.2,4.3,0.9,0.9,0.8
6:33:17,0,0,0,0,0,20.2,4.2,12.2,4.3,0.9,0.9,0.8
6:33:27,0,0,0,0,0,37.8,3.1,15.7,4.7,0.9,0.9,0.8
6:33:38,0,0,0,0,0,35.1,5,15.7,4.7,0.9,0.9,0.8
6:33:48,0,0,0,0,0,29.9,4.9,23.4,4.5,0.9,0.9,0.8
6:33:58,0,0,0,0,0,20.7,4.6,23.4,4.5,0.9,0.9,0.8
6:34:09,0,0,0,0,0,7.5,3.4,29.7,4.8,0.9,0.9,0.8
6:34:19,0,0,0,0,0,43.2,3.2,52.8,6.2,0.9,0.9,0.8
6:34:29,0,0,0,0,0,32.4,3.4,52.8,6.2,0.9,0.9,0.8
6:34:40,0,0,0,0,0,43.7,2.6,52.8,6.2,0.9,0.9,0.8
6:34:50,0,0,0,0,0,32.6,3,37.2,4.5,1,1,0.9
6:35:01,0,0,0,0,0,33,4.4,41.1,2.2,1,1,0.9
6:35:11,0,0,0,0,0,30.3,3.1,41.1,2.2,1,1,0.9
6:35:21,0,0,0,0,0,23.8,4,27.3,3.3,1,1,0.9
6:35:32,0,0,0,0,0,20.6,3.3,27.3,3.3,1,1,0.9
6:35:42,0,0,0,0,0,47.4,2.7,23.4,5,1,1,0.9
6:35:52,0,0,0,0,0,28.6,2.9,23.4,5,1,1,0.9
6:36:02,0,0,0,0,0,26.1,4,48.1,3.9,1,1,0.9
6:36:13,0,0,0,0,0,27.9,3.4,48.1,3.9,1,1,0.9
6:36:24,0,0,0,0,0,14,3.2,47.6,4.2,1,1,0.9
6:36:34,0,0,0,0,0,31.4,3.5,47.6,4.2,1,1,0.9
6:36:46,0,0,0,0,0,30.9,2.6,42.2,2.1,1,1,0.9
6:36:56,0,0,0,0,0,51.9,2.4,42.2,2.1,1,1,0.9
6:37:06,0,0,0,0,0,35.9,2.8,56.6,3,1,1,0.9
6:37:17,0,0,0,0,0,22.2,3.5,56.6,3,1,1,0.9
6:37:27,0,0,0,0,0,19.7,4.2,26.7,1.6,1,1,0.9
6:37:38,0,0,0,0,0,28.6,5.4,26.7,1.6,1,1,0.9
6:37:48,0,0,0,0,0,39.5,3.2,339.4,1.6,1,1,0.9
6:37:58,0,0,0,0,0,31.4,3.7,339.4,1.6,1,1,0.9
6:38:08,0,0,0,0,0,37.7,3.4,258.2,1.6,1,1,0.9
6:38:19,0,0,0,0,0,25.8,5.5,258.2,1.6,1,1,0.9
6:38:29,0,0,0,0,0,21.2,4.9,285.2,1.2,1,1,0.9
6:38:39,0,0,0,0,0,26,4.1,285.2,1.2,1,1,0.9
6:38:50,0,0,0,0,0,25.3,4,271.6,0.8,1,1,0.9
6:39:00,0,0,0,0,0,1.1,3.6,6.5,1.4,1,1,0.9
6:39:11,0,0,0,0,0,24.8,3,6.5,1.4,1,1,0.9
6:39:21,0,0,0,0,0,26.4,2.6,110.6,1.1,1,1,0.9
6:39:33,0,0,0,0,0,24,3.6,110.6,1.1,1,1,0.9
6:39:43,0,0,0,0,0,19.1,4.3,240.8,2.1,1,1,0.9
